danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
0.606,0.633,1,-7.787000000000001,1,0.0389,0.0527,0.000175,0.072,0.165,125.986,247160,4.0
0.599,0.906,10,-4.267,0,0.078,0.0132,0.000293,0.128,0.504,127.999,259333,4.0
0.617,0.149,0,-20.178,1,0.0505,0.982,0.84,0.126,0.6890000000000001,125.712,201867,4.0
0.5670000000000001,0.8140000000000001,11,-9.043,0,0.171,0.0593,0.268,0.625,0.4029999999999999,160.059,407627,4.0
0.146,0.0215,7,-30.25800000000001,1,0.045,0.984,0.957,0.0737,0.0376,103.266,388400,5.0
0.7809999999999999,0.526,9,-12.241,1,0.251,0.114,0.000107,0.159,0.4589999999999999,97.035,196373,4.0
0.928,0.41,0,-12.915,1,0.1169999999999999,0.0222,0.0614,0.111,0.417,139.982,118885,4.0
0.644,0.899,5,-5.043,1,0.0506,0.0496,0.000348,0.05,0.8370000000000001,120.087,167000,4.0
0.71,0.924,7,-3.645,0,0.061,0.0188,0.000875,0.0683,0.947,123.959,261973,4.0
0.8809999999999999,0.67,6,-7.4060000000000015,1,0.0308,0.43,0.0016899999999999,0.0939,0.963,123.989,198213,4.0
0.693,0.8009999999999999,2,-4.348,1,0.319,0.125,0.0,0.381,0.528,89.96600000000002,236227,4.0
0.6,0.8690000000000001,2,-5.141,1,0.0285,0.0233,0.0,0.0815,0.7559999999999999,130.056,245533,4.0
0.163,0.809,0,-4.142,0,0.0862,0.00077,0.923,0.138,0.0456,131.086,309093,4.0
0.622,0.75,7,-11.272,1,0.064,0.0638,0.866,0.0928,0.469,180.003,224427,3.0
0.3879999999999999,0.603,11,-6.9,1,0.0289,0.301,0.81,0.1119999999999999,0.0829,158.131,210560,4.0
0.433,0.193,4,-15.073,0,0.0481,0.952,0.917,0.122,0.208,106.729,209084,4.0
0.511,0.507,7,-10.407,1,0.0433,0.336,0.00224,0.109,0.561,177.99599999999995,211040,4.0
0.718,0.527,7,-8.435,1,0.0266,0.152,0.000984,0.111,0.677,124.063,230520,4.0
0.1969999999999999,0.947,2,-2.782,0,0.11,0.000185,0.0181,0.447,0.308,83.31299999999997,290720,4.0
0.55,0.208,2,-13.48,0,0.0318,0.908,4.63e-05,0.125,0.466,106.838,184373,3.0
0.504,0.484,7,-14.059,1,0.952,0.65,0.0,0.129,0.59,66.699,194186,4.0
0.636,0.5429999999999999,5,-6.265,0,0.0388,0.282,0.0,0.0974,0.4270000000000001,95.997,240173,4.0
0.41,0.2269999999999999,2,-14.305,1,0.0731,0.962,7.14e-06,0.3720000000000001,0.417,91.468,74160,5.0
0.5720000000000001,0.929,10,-6.811,1,0.0458,0.335,0.0584,0.0577,0.961,142.958,245333,4.0
0.3379999999999999,0.131,7,-14.619000000000002,1,0.0383,0.4320000000000001,0.0,0.124,0.242,76.795,219973,4.0
0.228,0.0466,1,-35.359,0,0.0495,0.994,0.942,0.0984,0.0983,83.155,62560,5.0
0.607,0.408,9,-8.183,1,0.0291,0.7979999999999999,0.0,0.251,0.6679999999999999,123.683,153080,4.0
0.411,0.0952,8,-20.216,1,0.0606,0.986,7.27e-06,0.19,0.103,84.354,119471,3.0
0.547,0.76,8,-9.347,1,0.0337,0.192,0.0,0.288,0.8740000000000001,165.78599999999997,198827,4.0
0.63,0.703,1,-7.526,0,0.0488,0.251,1.24e-05,0.319,0.848,167.977,324107,4.0
0.75,0.698,9,-6.759,1,0.0345,0.0187,0.0116,0.119,0.446,117.021,223433,4.0
0.675,0.8220000000000001,7,-3.444,1,0.0296,0.236,2.96e-06,0.087,0.898,125.13,199493,4.0
0.476,0.0465,0,-23.253,1,0.0495,0.994,0.913,0.154,0.1369999999999999,62.499,170293,4.0
0.71,0.317,5,-11.306,1,0.0332,0.616,1.93e-05,0.111,0.4479999999999999,88.079,201251,4.0
0.21,0.122,2,-16.887,0,0.0366,0.357,0.069,0.4629999999999999,0.039,143.94899999999996,153858,4.0
0.6679999999999999,0.624,11,-10.066,0,0.0727,0.00163,0.907,0.0741,0.3989999999999999,99.976,265893,4.0
0.2789999999999999,0.556,7,-8.953,1,0.0317,0.0002029999999999,0.00013,0.17,0.304,162.287,232160,4.0
0.616,0.899,9,-6.863,0,0.0418,0.000783,0.123,0.0593,0.7979999999999999,137.987,275861,4.0
0.188,0.0182,8,-26.445,1,0.0341,0.0398,0.722,0.0956,0.0715,64.941,132053,4.0
0.75,0.502,11,-7.871,1,0.299,0.0733,0.0,0.161,0.605,79.39699999999998,177173,4.0
0.605,0.625,11,-7.644,1,0.0432,0.57,0.0122,0.264,0.294,167.829,214500,4.0
0.708,0.82,8,-6.591,0,0.0732,0.0654,0.625,0.211,0.1969999999999999,121.013,230083,4.0
0.531,0.0879,7,-14.819,1,0.0415,0.7090000000000001,0.618,0.132,0.0543,123.286,397133,4.0
0.718,0.7190000000000001,1,-5.6110000000000015,1,0.149,0.0304,0.0,0.348,0.597,97.036,224253,4.0
0.67,0.523,11,-9.043,1,0.0425,0.335,0.0016,0.161,0.809,76.414,315893,4.0
0.375,0.897,2,-6.149,1,0.0761,0.119,0.0506,0.916,0.377,139.355,239493,4.0
0.5329999999999999,0.713,0,-4.2780000000000005,1,0.0332,0.563,0.00339,0.0861,0.261,114.117,216707,4.0
0.45,0.133,2,-9.623,1,0.0353,0.894,0.0,0.0907,0.336,111.688,182293,4.0
0.7120000000000001,0.898,7,-4.093999999999999,1,0.181,0.00131,0.0,0.3339999999999999,0.5529999999999999,142.06,230200,4.0
0.466,0.825,11,-11.579,0,0.0653,0.000193,0.5479999999999999,0.109,0.409,100.067,173373,4.0
0.431,0.324,3,-20.782,1,0.0346,0.978,0.906,0.6759999999999999,0.975,69.03,27973,3.0
0.746,0.583,1,-8.382,1,0.0336,0.123,4.36e-06,0.1159999999999999,0.623,122.732,181000,3.0
0.574,0.486,10,-15.556,1,0.929,0.913,0.0,0.107,0.7979999999999999,84.36200000000002,183093,4.0
0.12,0.154,0,-21.574,1,0.0426,0.889,0.946,0.0979,0.0376,69.562,253133,4.0
0.49,0.0658,3,-19.81900000000001,1,0.0493,0.968,0.935,0.113,0.178,79.49600000000002,158920,5.0
0.607,0.988,2,-2.889,1,0.0816,0.00183,0.0,0.514,0.638,102.92,161067,4.0
0.616,0.701,11,-8.522,1,0.0347,0.0323,0.621,0.107,0.677,125.004,290457,4.0
0.8270000000000001,0.731,6,-6.15,0,0.0918,0.434,0.0,0.0973,0.6890000000000001,137.007,164627,4.0
0.4529999999999999,0.986,7,-3.188,1,0.0779,3.89e-05,9.06e-05,0.466,0.54,140.07399999999998,212571,4.0
0.302,0.759,0,-7.697,0,0.0757,0.25,0.00256,0.409,0.313,109.431,725400,4.0
0.471,0.461,10,-11.483,1,0.0688,0.17,0.0273,0.081,0.631,126.164,481480,3.0
0.911,0.5539999999999999,0,-5.3370000000000015,1,0.044,0.332,2.64e-06,0.0935,0.954,134.005,264827,4.0
0.455,0.8320000000000001,0,-6.085,1,0.0386,0.139,0.863,0.178,0.7440000000000001,137.225,294133,4.0
0.606,0.73,3,-9.436,1,0.0352,0.132,1.02e-05,0.0708,0.894,115.207,215707,4.0
0.171,0.15,9,-16.042,0,0.0381,0.958,0.888,0.0634,0.0435,80.984,326587,4.0
0.2769999999999999,0.877,2,-4.674,0,0.0418,3.44e-05,1.66e-05,0.285,0.417,146.033,280253,4.0
0.434,0.966,0,-3.6010000000000004,1,0.1,3.45e-05,0.0015,0.369,0.43,167.87099999999995,197202,4.0
0.812,0.446,10,-10.799,0,0.359,0.00101,0.901,0.114,0.665,171.957,195720,4.0
0.7,0.639,8,-12.265999999999998,1,0.0557,0.521,2.55e-06,0.1169999999999999,0.638,112.207,346627,4.0
0.408,0.892,11,-5.327000000000001,1,0.0353,0.132,0.000653,0.163,0.8059999999999999,199.826,287453,4.0
0.27,0.0772,2,-21.984,0,0.0334,0.614,0.924,0.15,0.0724,48.24,119747,4.0
0.161,0.1669999999999999,7,-15.675,1,0.0388,0.908,0.924,0.108,0.0502,85.064,300400,4.0
0.561,0.4679999999999999,7,-10.755999999999998,1,0.0629,0.231,0.221,0.066,0.511,94.094,239667,4.0
0.425,0.885,2,-4.596,0,0.0364,2.37e-05,0.326,0.087,0.184,149.984,240000,4.0
0.8079999999999999,0.8170000000000001,10,-5.803999999999999,0,0.0361,0.0189,0.929,0.105,0.6779999999999999,124.977,278880,4.0
0.2339999999999999,0.0162,2,-28.603,1,0.0447,0.946,0.0218,0.0959,0.256,115.661,519893,4.0
0.562,0.743,7,-3.77,1,0.231,0.0311,0.0,0.1989999999999999,0.281,104.763,251965,4.0
0.283,0.245,7,-11.397,1,0.0298,0.843,0.241,0.151,0.0309,100.145,136562,4.0
0.379,0.848,11,-6.843999999999999,1,0.0557,0.336,0.509,0.2019999999999999,0.71,130.034,190947,4.0
0.297,0.0554,8,-20.178,1,0.0394,0.987,0.938,0.104,0.039,131.754,566200,3.0
0.476,0.514,0,-9.036,1,0.0362,0.77,0.968,0.1689999999999999,0.888,102.158,174600,4.0
0.586,0.457,2,-10.113,1,0.0246,0.456,0.0214,0.11,0.253,110.042,247973,4.0
0.321,0.918,4,-5.024,0,0.048,0.0047,0.4679999999999999,0.182,0.4039999999999999,81.194,170360,4.0
0.188,0.913,4,-7.138,0,0.165,0.000124,0.00209,0.361,0.154,169.80200000000005,152933,4.0
0.662,0.364,7,-12.462,1,0.0288,0.621,0.0922,0.0983,0.28,125.048,274613,3.0
0.5589999999999999,0.293,7,-13.895,1,0.033,0.446,0.000678,0.125,0.34,118.67,161960,4.0
0.409,0.09,10,-15.664,1,0.0398,0.994,0.127,0.119,0.593,101.167,279204,3.0
0.5670000000000001,0.259,10,-11.173,1,0.363,0.763,0.00609,0.241,0.39,136.502,539440,4.0
0.83,0.705,11,-7.84,0,0.31,0.0415,0.0,0.272,0.5379999999999999,98.681,189120,4.0
0.629,0.7240000000000001,6,-6.33,1,0.05,0.0321,0.0,0.151,0.4679999999999999,127.956,215013,4.0
0.642,0.797,11,-7.75,0,0.0706,0.000187,0.841,0.146,0.7909999999999999,114.91,315280,4.0
0.789,0.141,0,-14.159,1,0.0331,0.925,0.00193,0.096,0.46,95.959,242303,4.0
0.3879999999999999,0.494,6,-6.968,0,0.0307,0.00834,9.13e-06,0.0457,0.142,129.95600000000002,229387,4.0
0.5670000000000001,0.807,10,-5.247999999999998,1,0.0358,0.0892,1.1e-05,0.0791,0.593,145.34799999999996,303093,4.0
0.615,0.703,1,-8.001,1,0.0473,0.00294,0.81,0.0889,0.377,99.977,355241,4.0
0.618,0.512,7,-6.278,1,0.0401,0.637,6.29e-05,0.0656,0.608,138.10299999999998,176040,4.0
0.374,0.901,4,-7.062,0,0.0899,0.0371,0.792,0.129,0.14,164.009,149300,4.0
0.5579999999999999,0.318,0,-14.167,1,0.0307,0.11,0.77,0.8290000000000001,0.175,126.026,258827,4.0
0.251,0.4529999999999999,10,-10.934,1,0.0351,0.0316,0.482,0.44,0.11,119.988,427617,3.0
0.565,0.522,3,-20.864,1,0.0581,0.69,0.768,0.145,0.843,142.16299999999995,73373,4.0
0.606,0.952,0,-6.9579999999999975,1,0.0359,0.00371,0.746,0.0522,0.56,129.998,310027,4.0
0.38,0.509,10,-6.652,1,0.0273,0.00607,0.635,0.0886,0.346,102.811,258913,3.0
0.249,0.998,3,-6.367000000000001,0,0.2,9.83e-05,0.374,0.108,0.0368,102.122,122717,4.0
0.423,0.701,7,-8.693999999999999,1,0.0293,0.00454,0.000158,0.111,0.767,204.236,223400,4.0
0.639,0.6509999999999999,5,-5.959,0,0.213,0.166,0.0,0.131,0.3279999999999999,113.976,204016,4.0
0.67,0.144,0,-10.996,0,0.0458,0.952,0.000801,0.11,0.0608,139.961,251585,4.0
0.264,0.98,7,-3.916,1,0.135,0.0104,0.0,0.366,0.358,97.874,191547,4.0
0.64,0.888,6,-7.9289999999999985,1,0.0373,0.000244,0.755,0.12,0.34,143.001,461473,4.0
0.2769999999999999,0.0997,7,-18.282,1,0.0358,0.977,0.8909999999999999,0.304,0.0348,72.066,407347,4.0
0.5579999999999999,0.981,1,-1.619,1,0.0847,0.00112,0.00634,0.348,0.1119999999999999,140.007,298573,4.0
0.342,0.145,7,-20.215,1,0.049,0.973,0.00246,0.813,0.3429999999999999,78.867,132813,3.0
0.626,0.631,0,-7.78,1,0.0273,0.435,0.92,0.102,0.123,110.014,232567,4.0
0.53,0.984,5,-3.914,1,0.0484,0.0114,0.893,0.257,0.412,131.002,230400,4.0
0.867,0.8420000000000001,6,-7.842,0,0.131,0.131,1.3e-06,0.071,0.7559999999999999,104.009,248541,4.0
0.466,0.675,5,-8.36,0,0.0279,0.00329,0.00283,0.57,0.638,155.971,255267,4.0
0.4639999999999999,0.6809999999999999,3,-6.791,0,0.0341,0.0573,7.070000000000001e-05,0.135,0.4379999999999999,147.0,312493,3.0
0.58,0.546,8,-7.372000000000001,1,0.0699,0.574,0.0,0.0673,0.326,64.421,194800,4.0
0.64,0.708,2,-7.686,1,0.0333,0.0414,0.00143,0.615,0.772,115.978,225431,4.0
0.467,0.841,7,-5.287999999999999,1,0.0427,0.0391,5.09e-06,0.585,0.433,185.953,291240,4.0
0.147,0.975,4,-4.302,1,0.1,0.0736,6.809999999999999e-05,0.318,0.356,175.356,210277,4.0
0.186,0.988,9,-6.34,1,0.157,4.08e-06,0.856,0.0803,0.066,96.482,80880,4.0
0.718,0.6759999999999999,1,-12.916,1,0.0503,0.66,0.923,0.122,0.0367,120.367,200980,4.0
0.555,0.161,8,-13.694,1,0.0376,0.993,0.174,0.111,0.511,143.868,155373,1.0
0.424,0.231,8,-19.623,1,0.0668,0.973,0.0136,0.72,0.406,102.432,166600,4.0
0.5770000000000001,0.494,7,-10.527,1,0.0252,0.0694,3.41e-06,0.145,0.327,91.936,301867,4.0
0.401,0.134,10,-21.618,1,0.0373,0.995,0.85,0.321,0.379,120.363,172373,3.0
0.775,0.594,9,-6.563,0,0.157,7.79e-05,0.0,0.356,0.354,130.049,184615,4.0
0.415,0.476,2,-9.112,0,0.0818,0.644,0.847,0.099,0.493,177.487,332333,3.0
0.6609999999999999,0.899,8,-4.682,1,0.03,0.298,8.27e-06,0.183,0.7020000000000001,123.588,212789,4.0
0.73,0.7490000000000001,9,-6.183,1,0.124,0.0104,0.0,0.108,0.3279999999999999,95.994,290747,4.0
0.7020000000000001,0.233,6,-9.218,1,0.0365,0.278,0.0,0.0447,0.32,121.232,153707,4.0
0.345,0.0136,8,-28.707,1,0.0459,0.989,0.954,0.107,0.0678,119.942,356280,4.0
0.429,0.0786,7,-16.624000000000002,1,0.0434,0.929,0.2,0.146,0.573,85.984,132840,4.0
0.687,0.731,9,-4.301,1,0.0254,0.00479,0.0,0.304,0.405,109.006,261107,4.0
0.44,0.655,7,-4.8210000000000015,1,0.0455,0.00611,4.28e-06,0.0857,0.414,132.708,454507,4.0
0.581,0.31,7,-10.691,1,0.0294,0.959,0.0,0.172,0.812,136.05700000000002,116387,4.0
0.159,0.0446,5,-24.815,1,0.0381,0.882,0.906,0.322,0.0372,101.403,317160,4.0
0.397,0.496,2,-14.416,1,0.0331,0.615,0.831,0.0963,0.3,71.656,199333,4.0
0.5329999999999999,0.921,7,-4.973,1,0.0433,0.0295,0.0,0.313,0.903,134.971,161280,4.0
0.503,0.82,8,-7.871,1,0.0444,0.00195,0.105,0.972,0.249,113.006,444440,4.0
0.6920000000000001,0.735,10,-5.424,1,0.0254,0.679,3.23e-06,0.135,0.871,111.394,318813,4.0
0.473,0.738,5,-11.844,1,0.0365,0.00235,0.0358,0.0533,0.465,141.715,230893,4.0
0.0873,0.955,1,-8.427,1,0.0986,2.42e-06,0.715,0.271,0.0578,169.22799999999995,227493,4.0
0.1939999999999999,0.262,11,-16.381,0,0.0468,0.986,0.8009999999999999,0.0851,0.285,69.072,339293,4.0
0.561,0.898,7,-6.127000000000002,1,0.0313,0.000896,0.0,0.089,0.5329999999999999,140.029,243533,3.0
0.599,0.134,5,-15.046,1,0.0319,0.836,9.09e-05,0.1889999999999999,0.422,83.194,210827,4.0
0.6829999999999999,0.7190000000000001,5,-8.453,1,0.0367,0.635,0.8170000000000001,0.0884,0.0399,120.02,136640,4.0
0.802,0.288,2,-20.656,1,0.0689,0.638,0.0894,0.0874,0.919,111.786,164733,4.0
0.263,0.0186,0,-29.042,1,0.0526,0.993,0.0028699999999999,0.0805,0.0353,68.47800000000001,115600,4.0
0.6940000000000001,0.441,7,-11.337,1,0.0424,0.384,1.97e-05,0.0924,0.8059999999999999,141.835,231467,4.0
0.7170000000000001,0.5489999999999999,2,-4.865,1,0.1939999999999999,0.49,0.0,0.6970000000000001,0.949,105.182,39644,4.0
0.433,0.414,4,-12.04,0,0.135,0.767,0.000102,0.299,0.392,128.398,227827,3.0
0.397,0.505,0,-16.665,1,0.0287,0.53,0.295,0.301,0.972,103.363,339667,3.0
0.7909999999999999,0.627,1,-7.517,1,0.1669999999999999,0.147,0.927,0.146,0.901,81.494,88714,4.0
0.489,0.22,0,-16.674,0,0.0349,0.5579999999999999,0.5870000000000001,0.13,0.243,129.91299999999998,649165,4.0
0.65,0.635,10,-9.37,1,0.0276,0.385,0.0,0.278,0.905,130.019,183507,4.0
0.639,0.95,2,-2.467,1,0.0304,0.209,0.00752,0.132,0.7859999999999999,104.648,234403,4.0
0.247,0.955,6,-7.961,1,0.0865,6.38e-05,0.628,0.245,0.237,161.075,369600,3.0
0.407,0.954,1,-3.929,0,0.0562,0.00392,0.0,0.203,0.4320000000000001,95.006,231240,4.0
0.154,0.0236,7,-32.747,0,0.0424,0.8690000000000001,0.144,0.265,0.0372,136.526,304227,3.0
0.506,0.502,7,-10.462,0,0.0372,0.774,1.76e-06,0.0969999999999999,0.3939999999999999,127.455,112680,3.0
0.507,0.37,2,-12.772,1,0.0289,0.76,0.000583,0.121,0.409,90.105,198391,4.0
0.5539999999999999,0.669,7,-6.921,1,0.03,0.465,0.0,0.0939,0.8320000000000001,103.879,160213,4.0
0.118,0.725,10,-10.323,0,0.047,0.00107,0.0607,0.171,0.2,93.926,202015,4.0
0.161,0.0268,1,-20.99,1,0.0404,0.985,0.942,0.1689999999999999,0.0997,70.377,532240,4.0
0.5710000000000001,0.652,3,-8.62,1,0.0571,0.748,0.00483,0.217,0.89,93.795,246875,4.0
0.565,0.99,11,-3.858,1,0.11,2.34e-05,0.878,0.133,0.276,125.051,165747,4.0
0.364,0.159,1,-20.903,1,0.0363,0.949,0.799,0.192,0.346,100.907,589693,4.0
0.677,0.3829999999999999,0,-10.019,0,0.0494,0.933,0.000372,0.1969999999999999,0.8740000000000001,112.346,128000,4.0
0.6409999999999999,0.345,0,-16.585,1,0.0339,0.418,0.7909999999999999,0.106,0.298,143.912,268052,4.0
0.46,0.16,2,-20.458,1,0.0437,0.884,0.853,0.104,0.0554,141.055,755627,3.0
0.772,0.486,7,-12.358,1,0.0942,0.871,0.0563,0.107,0.413,152.036,237502,4.0
0.407,0.994,5,-3.092,0,0.0923,0.000234,0.521,0.434,0.242,160.0,188994,4.0
0.161,0.361,7,-15.985,1,0.0381,0.511,0.872,0.653,0.0594,131.429,459107,4.0
0.255,0.0983,7,-15.688,0,0.0434,0.6829999999999999,0.000308,0.119,0.105,95.992,265387,4.0
0.482,0.472,11,-12.322,0,0.0652,0.119,0.0506,0.897,0.347,113.916,424733,4.0
0.614,0.568,7,-5.477,0,0.0276,0.00797,0.0,0.0997,0.516,107.849,293960,4.0
0.56,0.684,11,-9.683,1,0.0678,0.0187,9.42e-06,0.105,0.8079999999999999,102.077,132160,4.0
0.784,0.755,8,-5.776,0,0.265,0.0121,1.12e-06,0.126,0.743,93.117,225400,4.0
0.868,0.7879999999999999,10,-5.428999999999999,0,0.1159999999999999,0.00586,0.00144,0.119,0.758,113.063,336853,4.0
0.627,0.677,11,-7.42,0,0.0447,0.2769999999999999,0.0,0.0824,0.235,124.059,255213,4.0
0.491,0.807,9,-9.276,1,0.0355,0.054,0.83,0.108,0.1009999999999999,99.982,171391,4.0
0.1639999999999999,0.0174,0,-31.001,1,0.0375,0.978,0.89,0.1009999999999999,0.0374,142.138,237241,5.0
0.324,0.173,2,-13.078,1,0.0335,0.233,0.00813,0.0715,0.182,112.084,288107,4.0
0.528,0.33,5,-13.462,1,0.0952,0.968,0.915,0.2339999999999999,0.884,188.808,305600,4.0
0.846,0.53,2,-11.097,1,0.0385,0.0382,0.00237,0.13,0.969,117.049,204693,4.0
0.151,0.0055,6,-14.155,1,0.226,0.00036,0.618,0.212,0.0328,133.746,370320,3.0
0.3289999999999999,0.166,2,-12.732,0,0.0363,0.952,0.0,0.0756,0.209,107.279,172067,3.0
0.521,0.904,1,-6.597,1,0.0677,0.00154,0.00702,0.0783,0.444,98.006,225306,4.0
0.508,0.821,9,-6.994,1,0.0662,0.0271,6.159999999999999e-05,0.134,0.768,151.333,201200,4.0
0.5379999999999999,0.186,8,-23.822,1,0.0426,0.976,0.861,0.182,0.359,108.56,76533,3.0
0.4039999999999999,0.8809999999999999,2,-7.388,1,0.0458,0.000394,0.00395,0.0867,0.615,174.955,186475,4.0
0.449,0.133,9,-13.23,1,0.0444,0.99,0.000149,0.0961,0.135,82.634,215000,1.0
0.6709999999999999,0.589,10,-8.911,1,0.0287,0.0016899999999999,9.56e-06,0.0837,0.7659999999999999,117.003,235000,4.0
0.614,0.179,9,-22.34800000000001,0,0.0317,0.568,0.8759999999999999,0.11,0.133,119.957,157107,4.0
0.19,0.0198,5,-39.518,0,0.033,0.949,0.8809999999999999,0.0953,0.344,85.42200000000003,59920,3.0
0.564,0.8170000000000001,7,-5.363,1,0.0251,0.00154,0.000252,0.123,0.63,99.172,216920,4.0
0.296,0.584,0,-8.648,1,0.0382,0.153,4.72e-05,0.0757,0.499,118.144,287507,4.0
0.111,0.954,3,-4.47,0,0.091,8.08e-05,0.0039299999999999,0.348,0.208,175.71200000000005,323040,4.0
0.327,0.311,4,-14.399,1,0.042,0.907,0.901,0.108,0.407,174.58900000000003,166441,3.0
0.539,0.5529999999999999,2,-4.338,1,0.0276,0.7020000000000001,0.0,0.205,0.192,132.045,254469,4.0
0.435,0.794,6,-6.664,1,0.0429,0.00226,0.369,0.251,0.691,96.047,232560,4.0
0.493,0.926,0,-7.396,0,0.0386,0.081,0.8740000000000001,0.685,0.8590000000000001,104.286,283773,4.0
0.23,0.263,2,-9.275,1,0.0364,0.83,0.000322,0.0975,0.341,114.055,216000,3.0
0.599,0.462,11,-15.8,0,0.919,0.726,0.0,0.715,0.569,81.44,193406,1.0
0.524,0.288,10,-15.904000000000002,1,0.0332,0.979,0.629,0.0846,0.685,132.414,227027,4.0
0.604,0.0732,10,-19.173,1,0.873,0.584,0.0,0.528,0.424,87.803,29467,4.0
0.34,0.944,10,-3.31,1,0.0818,6.659999999999999e-05,0.163,0.0627,0.3229999999999999,160.08100000000005,266120,4.0
0.774,0.655,1,-14.302,1,0.0622,0.0206,0.000509,0.12,0.948,134.684,278067,4.0
0.478,0.32,4,-12.533,0,0.0277,0.779,0.0149,0.092,0.0595,80.053,219667,4.0
0.621,0.353,1,-17.417,1,0.1969999999999999,0.142,2.98e-06,0.0867,0.8079999999999999,111.024,168173,4.0
0.664,0.285,9,-8.844,1,0.0465,0.847,0.906,0.115,0.772,162.15,154240,4.0
0.546,0.7490000000000001,0,-5.472,1,0.0289999999999999,0.0299,0.00026,0.0961,0.198,129.966,269973,4.0
0.341,0.954,7,-5.439,1,0.0872,0.000408,0.767,0.074,0.147,135.759,167373,4.0
0.593,0.4029999999999999,0,-12.043,1,0.0302,0.5579999999999999,0.000121,0.147,0.389,97.572,157427,4.0
0.266,0.0331,11,-26.472,0,0.0543,0.993,0.238,0.107,0.0879,76.51,113240,3.0
0.21,0.995,6,-5.809,0,0.124,5.11e-06,0.088,0.278,0.132,110.821,441107,4.0
0.54,0.941,1,-9.13,1,0.0311,2.77e-06,0.716,0.321,0.66,140.023,308787,4.0
0.782,0.852,4,-5.296,0,0.174,0.114,0.0,0.052,0.696,84.03299999999999,186428,4.0
0.379,0.932,9,-3.109,1,0.0433,6.61e-05,9.25e-05,0.13,0.2239999999999999,137.94899999999998,251533,4.0
0.369,0.8,6,-5.228,1,0.0328,0.0273,0.26,0.122,0.586,83.389,316040,4.0
0.67,0.765,7,-9.619,1,0.0953,0.2189999999999999,0.0245,0.0757,0.757,180.03400000000005,255653,4.0
0.604,0.165,7,-11.244000000000002,1,0.0301,0.929,5.39e-05,0.095,0.299,78.45,214187,4.0
0.536,0.47,7,-8.512,1,0.0685,0.616,0.879,0.166,0.601,179.475,268027,3.0
0.6509999999999999,0.998,11,-4.569,0,0.0902,0.00609,0.741,0.156,0.322,140.00799999999998,258901,4.0
0.726,0.267,8,-16.844,1,0.952,0.5770000000000001,0.0,0.109,0.482,120.306,1261080,4.0
0.8270000000000001,0.607,9,-5.43,0,0.0582,0.0812,2.14e-05,0.0903,0.8859999999999999,99.999,261293,4.0
0.423,0.958,9,-1.656,1,0.0476,0.377,0.0302,0.3929999999999999,0.914,131.327,234320,4.0
0.674,0.718,9,-6.773,1,0.0467,0.0436,0.00095,0.171,0.861,90.515,260400,4.0
0.213,0.149,2,-20.504,1,0.0483,0.9,0.473,0.102,0.08,63.806,813000,4.0
0.321,0.746,1,-4.846,1,0.271,0.0676,0.0,0.222,0.748,163.57,274013,4.0
0.551,0.8,6,-2.9530000000000003,1,0.036,0.000792,0.0,0.0658,0.428,177.96599999999995,219507,4.0
0.301,0.216,7,-18.302,0,0.0407,0.8240000000000001,0.509,0.312,0.286,68.27,148427,4.0
0.418,0.486,0,-8.472000000000001,1,0.0634,0.76,0.0049299999999999,0.369,0.477,155.963,542693,3.0
0.526,0.288,2,-17.085,1,0.0479,0.94,0.865,0.128,0.595,119.412,273000,4.0
0.605,0.144,7,-18.935,1,0.0403,0.962,0.4529999999999999,0.103,0.627,108.257,250600,4.0
0.569,0.594,7,-8.033999999999999,1,0.0409999999999999,0.6509999999999999,9.8e-05,0.105,0.94,112.527,202840,4.0
0.217,0.268,1,-13.686,0,0.0456,0.487,0.713,0.19,0.0561,70.675,411880,4.0
0.609,0.6709999999999999,7,-9.382,0,0.0422,0.252,0.00683,0.2,0.8109999999999999,112.267,268760,4.0
0.855,0.475,0,-7.79,0,0.0336,0.6629999999999999,0.0,0.0969,0.974,94.491,135467,4.0
0.5770000000000001,0.3329999999999999,0,-14.300999999999998,1,0.0347,0.4920000000000001,0.927,0.123,0.5539999999999999,159.95,204475,4.0
0.439,0.222,10,-10.177,1,0.17,0.778,0.0,0.134,0.424,194.819,184800,4.0
0.664,0.956,11,-4.246,1,0.106,0.00379,0.0846,0.643,0.594,125.969,202625,4.0
0.312,0.429,5,-11.668,0,0.115,0.952,0.83,0.196,0.0771,184.108,47547,3.0
0.669,0.469,0,-14.708,1,0.0612,0.5660000000000001,5.65e-05,0.125,0.72,122.526,160947,4.0
0.3989999999999999,0.173,8,-20.835,1,0.0432,0.986,0.915,0.123,0.632,144.123,222707,3.0
0.7759999999999999,0.6809999999999999,7,-6.4510000000000005,0,0.156,0.4679999999999999,1.7e-05,0.09,0.4539999999999999,89.023,172453,4.0
0.411,0.8109999999999999,2,-6.351,1,0.215,0.0582,0.0,0.278,0.237,82.75299999999999,184947,4.0
0.5920000000000001,0.4539999999999999,9,-6.456,1,0.044,0.0756,0.1889999999999999,0.353,0.56,139.6,113747,4.0
0.501,0.8190000000000001,7,-5.766,1,0.0334,0.000265,6.879999999999999e-05,0.29,0.41,89.93799999999996,205067,4.0
0.66,0.716,9,-7.811,1,0.0367,0.0059299999999999,0.0005099999999999,0.139,0.8490000000000001,80.043,183827,4.0
